"source_city_name","source_lng","source_lat","source_country_name","source_country_code","source_continent","target_city_name","target_lng","target_lat","target_country_name","target_country_code","target_continent"
"São Paulo",-46.633947222,-23.550394444,"Brazil","BR","South America","Tokyo",139.691666666,35.689444444,"Japan","JP","Asia"
"Toronto",-79.386666666,43.670277777,"Canada","CA","North America","Frankfurt",8.682222222,50.110555555,"Germany","DE","Europe"
"Zagreb",15.977222222,45.813055555,"Croatia","HR","Europe","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Phnom Penh",104.921027777,11.569583333,"Cambodia","KH","Asia","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"São Paulo",-46.633947222,-23.550394444,"Brazil","BR","South America","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"São Paulo",-46.633947222,-23.550394444,"Brazil","BR","South America","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Islamabad",73.036944444,33.698888888,"Pakistan","PK","Asia","Sydney",151.21,-33.867777777,"Australia","AU","Oceania"
"Islamabad",73.036944444,33.698888888,"Pakistan","PK","Asia","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Zagreb",15.977222222,45.813055555,"Croatia","HR","Europe","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Phnom Penh",104.921027777,11.569583333,"Cambodia","KH","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Dublin",-6.260277777,53.349722222,"Ireland","IE","Europe","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Rome",12.482777777,41.893055555,"Italy","IT","Europe","Paris",2.352222222,48.856666666,"France","FR","Europe"
"Guayaquil",-79.8875,-2.19,"Ecuador","EC","South America","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Guayaquil",-79.8875,-2.19,"Ecuador","EC","South America","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Hirakata",135.650638888,34.814361111,"Japan","JP","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Tsukuba",140.076444444,36.083472222,"Japan","JP","Asia","Shenzhen",114.054,22.535,"China","CN","Asia"
"Vilnius",25.28,54.687222222,"Lithuania","LT","Europe","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Rome",12.482777777,41.893055555,"Italy","IT","Europe","Tokyo",139.691666666,35.689444444,"Japan","JP","Asia"
"Basra",47.81,30.515,"Iraq","IQ","Asia","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Cali",-76.519722222,3.44,"Colombia","CO","South America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Brownsville",-97.484444444,25.930277777,"United States of America","US","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Vilnius",25.28,54.687222222,"Lithuania","LT","Europe","Shenzhen",114.054,22.535,"China","CN","Asia"
"Rome",12.482777777,41.893055555,"Italy","IT","Europe","Johannesburg",28.041638888,-26.204361111,"South Africa","ZA","Africa"
"Moscow",37.6175,55.750555555,"Russia","RU","Europe","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Moscow",37.6175,55.750555555,"Russia","RU","Europe","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Manila",120.977222222,14.595833333,"Philippines","PH","Asia","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Moscow",37.6175,55.750555555,"Russia","RU","Europe","Tokyo",139.691666666,35.689444444,"Japan","JP","Asia"
"Torreón",-103.41898,25.54389,"Mexico","MX","North America","Paris",2.352222222,48.856666666,"France","FR","Europe"
"Neyagawa",135.628083333,34.766083333,"Japan","JP","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Moscow",37.6175,55.750555555,"Russia","RU","Europe","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Lille",3.0575,50.631944444,"France","FR","Europe","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Manila",120.977222222,14.595833333,"Philippines","PH","Asia","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Manila",120.977222222,14.595833333,"Philippines","PH","Asia","Sydney",151.21,-33.867777777,"Australia","AU","Oceania"
"Manila",120.977222222,14.595833333,"Philippines","PH","Asia","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Venice",12.331944444,45.439722222,"Italy","IT","Europe","Isfahan",51.674722222,32.6525,"Iran","IR","Asia"
"Manila",120.977222222,14.595833333,"Philippines","PH","Asia","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Manila",120.977222222,14.595833333,"Philippines","PH","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Paris",2.352222222,48.856666666,"France","FR","Europe"
"Sanaa",44.2,15.35,"Yemen","YE","Asia","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Piraeus",23.646944444,37.943,"Greece","GR","Europe","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Amsterdam",4.883333333,52.366666666,"Netherlands","NL","Europe","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Bangkok",100.516666666,13.75,"Thailand","TH","Asia","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Hanoi",105.84117,21.0245,"Vietnam","VN","Asia","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Bangkok",100.516666666,13.75,"Thailand","TH","Asia","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Tokyo",139.691666666,35.689444444,"Japan","JP","Asia","Paris",2.352222222,48.856666666,"France","FR","Europe"
"Amsterdam",4.883333333,52.366666666,"Netherlands","NL","Europe","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Ho Chi Minh City",106.701944444,10.775555555,"Vietnam","VN","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Bangkok",100.516666666,13.75,"Thailand","TH","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Concepción",-73.050277777,-36.826944444,"Chile","CL","South America","Auckland",174.765277777,-36.849166666,"New Zealand","NZ","Oceania"
"Pavlodar",76.956388888,52.315555555,"Kazakhstan","KZ","Asia","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Yao",135.600833333,34.626916666,"Japan","JP","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Downey",-118.130833333,33.938055555,"United States of America","US","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"La Paz",-68.133333333,-16.495833333,"Bolivia","BO","South America","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Bogotá",-74.08175,4.60971,"Colombia","CO","South America","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Bogotá",-74.08175,4.60971,"Colombia","CO","South America","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"La Paz",-68.133333333,-16.495833333,"Bolivia","BO","South America","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Bogotá",-74.08175,4.60971,"Colombia","CO","South America","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Astana",71.433333333,51.133333333,"Kazakhstan","KZ","Asia","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Johannesburg",28.041638888,-26.204361111,"South Africa","ZA","Africa"
"Baghdad",44.366111111,33.315277777,"Iraq","IQ","Asia","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Caracas",-66.933333333,10.5,"Venezuela","VE","South America","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Brasília",-47.882777777,-15.793888888,"Brazil","BR","South America","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Brasília",-47.882777777,-15.793888888,"Brazil","BR","South America","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Brasília",-47.882777777,-15.793888888,"Brazil","BR","South America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Isfahan",51.674722222,32.6525,"Iran","IR","Asia"
"Baghdad",44.366111111,33.315277777,"Iraq","IQ","Asia","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Caracas",-66.933333333,10.5,"Venezuela","VE","South America","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Taichung",120.679444444,24.143888888,"Taiwan","CN-TW","Asia","Auckland",174.765277777,-36.849166666,"New Zealand","NZ","Oceania"
"Yerevan",44.514444444,40.181388888,"Armenia","AM","Asia","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Khartoum",32.52654,15.60308,"Sudan","SD","Africa","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Winston-Salem",-80.260555555,36.1025,"United States of America","US","North America","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Reno",-119.812666666,39.526111111,"United States of America","US","North America","Shenzhen",114.054,22.535,"China","CN","Asia"
"Yerevan",44.514444444,40.181388888,"Armenia","AM","Asia","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Khartoum",32.52654,15.60308,"Sudan","SD","Africa","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Yerevan",44.514444444,40.181388888,"Armenia","AM","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Split",16.44,43.51,"Croatia","HR","Europe","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Yerevan",44.514444444,40.181388888,"Armenia","AM","Asia","Isfahan",51.674722222,32.6525,"Iran","IR","Asia"
"San Antonio",-98.493888888,29.425,"United States of America","US","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Monterrey",-100.318055555,25.684444444,"Mexico","MX","North America","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","Paris",2.352222222,48.856666666,"France","FR","Europe"
"Chennai",80.275,13.0825,"India","IN","Asia","Frankfurt",8.682222222,50.110555555,"Germany","DE","Europe"
"Chennai",80.275,13.0825,"India","IN","Asia","Kuala Lumpur",101.695277777,3.147777777,"Malaysia","MY","Asia"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","Sydney",151.21,-33.867777777,"Australia","AU","Oceania"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Mexico City",-99.145555555,19.419444444,"Mexico","MX","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Beirut",35.513055555,33.886944444,"Lebanon","LB","Asia","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Beirut",35.513055555,33.886944444,"Lebanon","LB","Asia","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Amman",35.933333333,31.95,"Jordan","JO","Asia","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Amman",35.933333333,31.95,"Jordan","JO","Asia","Tokyo",139.691666666,35.689444444,"Japan","JP","Asia"
"Malabo",8.7737,3.752063888,"Eq. Guinea","GQ","Africa","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Lomé",1.215833333,6.13,"Togo","TG","Africa","Shenzhen",114.054,22.535,"China","CN","Asia"
"Dundee",-2.97,56.460555555,"United Kingdom","GB","Europe","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Hamhung",127.488611111,39.965555555,"North Korea","KP","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Sylhet",91.866666666,24.9,"Bangladesh","BD","Asia","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"San José",-84.079580555,9.932511111,"Costa Rica","CR","North America","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Kathmandu",85.32,27.71,"Nepal","NP","Asia","Isfahan",51.674722222,32.6525,"Iran","IR","Asia"
"Buenos Aires",-58.381944444,-34.599722222,"Argentina","AR","South America","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Kakogawa",134.841277777,34.756916666,"Japan","JP","Asia","Auckland",174.765277777,-36.849166666,"New Zealand","NZ","Oceania"
"San Francisco",-122.419444444,37.775,"United States of America","US","North America","Paris",2.352222222,48.856666666,"France","FR","Europe"
"San Francisco",-122.419444444,37.775,"United States of America","US","North America","Bengaluru",77.5912997,12.9791198,"India","IN","Asia"
"Portsmouth",-1.087222222,50.805833333,"United Kingdom","GB","Europe","Sydney",151.21,-33.867777777,"Australia","AU","Oceania"
"Juliaca",-70.126944444,-15.490833333,"Peru","PE","South America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"San Francisco",-122.419444444,37.775,"United States of America","US","North America","Sydney",151.21,-33.867777777,"Australia","AU","Oceania"
"San Francisco",-122.419444444,37.775,"United States of America","US","North America","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Constanța",28.638333333,44.173333333,"Romania","RO","Europe","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Lusaka",28.283333333,-15.416666666,"Zambia","ZM","Africa","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Portland",-122.666666666,45.516666666,"United States of America","US","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Brescia",10.220280555,45.538888888,"Italy","IT","Europe","Shenzhen",114.054,22.535,"China","CN","Asia"
"Manama",50.5775,26.225,"Bahrain","BH","Asia","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Shanghai",121.4691024,31.2323437,"China","CN","Asia","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Shanghai",121.4691024,31.2323437,"China","CN","Asia","Jakarta",106.8275,-6.175,"Indonesia","ID","Asia"
"Managua",-86.273766666,12.154372222,"Nicaragua","NI","North America","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Maputo",32.576388888,-25.915277777,"Mozambique","MZ","Africa","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Kigali",30.060555555,-1.953611111,"Rwanda","RW","Africa","Shenzhen",114.054,22.535,"China","CN","Asia"
"Tegucigalpa",-87.204008333,14.105713888,"Honduras","HN","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Panama City",-79.534722222,8.971111111,"Panama","PA","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Pretoria",28.188055555,-25.746388888,"South Africa","ZA","Africa","Tehran",51.389722222,35.688888888,"Iran","IR","Asia"
"Tunis",10.18,36.800833333,"Tunisia","TN","Africa","Paris",2.352222222,48.856666666,"France","FR","Europe"
"Tripoli",13.18746,32.87519,"Libya","LY","Africa","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Marrakesh",-7.98108,31.62947,"Morocco","MA","Africa","Paris",2.352222222,48.856666666,"France","FR","Europe"
"Tunis",10.18,36.800833333,"Tunisia","TN","Africa","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Windhoek",17.083611111,-22.57,"Namibia",NA,"Africa","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Curitiba",-49.271944444,-25.429722222,"Brazil","BR","South America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Pretoria",28.188055555,-25.746388888,"South Africa","ZA","Africa","Johannesburg",28.041638888,-26.204361111,"South Africa","ZA","Africa"
"Windhoek",17.083611111,-22.57,"Namibia",NA,"Africa","Johannesburg",28.041638888,-26.204361111,"South Africa","ZA","Africa"
"Addis Ababa",38.736944444,9.027222222,"Ethiopia","ET","Africa","Johannesburg",28.041638888,-26.204361111,"South Africa","ZA","Africa"
"Luxor",32.644444444,25.696666666,"Egypt","EG","Africa","Shenzhen",114.054,22.535,"China","CN","Asia"
"Eskişehir",30.520555555,39.776666666,"Turkey","TR","Asia","Frankfurt",8.682222222,50.110555555,"Germany","DE","Europe"
"Izumisano",135.327527777,34.406944444,"Japan","JP","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Athens",23.728055555,37.984166666,"Greece","GR","Europe","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Athens",23.728055555,37.984166666,"Greece","GR","Europe","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Buenos Aires",-58.381944444,-34.599722222,"Argentina","AR","South America","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Athens",23.728055555,37.984166666,"Greece","GR","Europe","Santiago",-70.65,-33.4375,"Chile","CL","South America"
"Damascus",36.291944444,33.513055555,"Syria","SY","Asia","Dubai",55.309444444,25.269722222,"United Arab Emirates","AE","Asia"
"Accra",-0.206666666,5.546111111,"Ghana","GH","Africa","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Damascus",36.291944444,33.513055555,"Syria","SY","Asia","Tokyo",139.691666666,35.689444444,"Japan","JP","Asia"
"Rosario",-60.639444444,-32.9575,"Argentina","AR","South America","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Accra",-0.206666666,5.546111111,"Ghana","GH","Africa","Johannesburg",28.041638888,-26.204361111,"South Africa","ZA","Africa"
"Aden",45.033333333,12.8,"Yemen","YE","Asia","Shanghai",121.4691024,31.2323437,"China","CN","Asia"
"Antalya",30.69556,36.90812,"Turkey","TR","Asia","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Dakar",-17.432,14.672555555,"Senegal","SN","Africa","Isfahan",51.674722222,32.6525,"Iran","IR","Asia"
"Dili",125.578333333,-8.553611111,"Timor-Leste","TL","Asia","Sydney",151.21,-33.867777777,"Australia","AU","Oceania"
"Manchester",-2.233333333,53.466666666,"United Kingdom","GB","Europe","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Honolulu",-157.857222222,21.304722222,"United States of America","US","North America","Tokyo",139.691666666,35.689444444,"Japan","JP","Asia"
"Arequipa",-71.536883333,-16.398763888,"Peru","PE","South America","London",-0.1275,51.507222222,"United Kingdom","GB","Europe"
"Arequipa",-71.536883333,-16.398763888,"Peru","PE","South America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Zapopan",-103.391944444,20.720277777,"Mexico","MX","North America","Guadalajara",-103.3475,20.676666666,"Mexico","MX","North America"
"Durban",31.025,-29.858333333,"South Africa","ZA","Africa","Chicago",-87.65005,41.85003,"United States of America","US","North America"
"Ashdod",34.650277777,31.797777777,"Israel","IL","Asia","Los Angeles",-118.24368,34.05223,"United States of America","US","North America"
"Tashkent",69.279722222,41.311111111,"Uzbekistan","UZ","Asia","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Foggia",15.55188,41.45845,"Italy","IT","Europe","Forlì",12.040833333,44.2225,"Italy","IT","Europe"
"Zadar",15.2355,44.117,"Croatia","HR","Europe","Padua",11.877777777,45.406388888,"Italy","IT","Europe"
"Barcelona",2.176944444,41.3825,"Spain","ES","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Gibraltar",-5.35,36.14,"Gibraltar","GI","Europe","Singapore",103.8,1.3,"Singapore","SG","Asia"
"Algiers",3.058611111,36.776388888,"Algeria","DZ","Africa","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Havana",-82.358888888,23.136666666,"Cuba","CU","North America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Algiers",3.058611111,36.776388888,"Algeria","DZ","Africa","Tyre",35.2,33.266666666,"Lebanon","LB","Asia"
"Bethlehem",35.206111111,31.704444444,"Palestine","PS","Asia","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Chichester",-0.7792,50.8365,"United Kingdom","GB","Europe","Forlì",12.040833333,44.2225,"Italy","IT","Europe"
"Elektrėnai",24.661230555,54.788611111,"Lithuania","LT","Europe","Forlì",12.040833333,44.2225,"Italy","IT","Europe"
"Faro",-7.935,37.016111111,"Portugal","PT","Europe","Macau",113.538055555,22.19,"Macao","MO","Asia"
"Washington D.C.",-77.036666666,38.895,"United States of America","US","North America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Aveiro",-8.655277777,40.638888888,"Portugal","PT","Europe","Forlì",12.040833333,44.2225,"Italy","IT","Europe"
"Sofia",23.321726,42.697886,"Bulgaria","BG","Europe","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Sofia",23.321726,42.697886,"Bulgaria","BG","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Sofia",23.321726,42.697886,"Bulgaria","BG","Europe","Vienna",16.3725,48.208333333,"Austria","AT","Europe"
"Mumbai",72.8775,19.075833333,"India","IN","Asia","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Jakarta",106.8275,-6.175,"Indonesia","ID","Asia","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Famagusta",33.95,35.116666666,"N. Cyprus","XC","Asia","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Syracuse",-76.144423,43.046899,"United States of America","US","North America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Füssen",10.7,47.566666666,"Germany","DE","Europe","Cremona",10.024722222,45.133333333,"Italy","IT","Europe"
"Vaduz",9.521944444,47.139722222,"Liechtenstein","LI","Europe","Vienna",16.3725,48.208333333,"Austria","AT","Europe"
"London",-0.1275,51.507222222,"United Kingdom","GB","Europe","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Madrid",-3.703333333,40.416944444,"Spain","ES","Europe","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Tehran",51.389722222,35.688888888,"Iran","IR","Asia","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Dar es Salaam",39.280277777,-6.816111111,"Tanzania","TZ","Africa","Hamburg",10,53.55,"Germany","DE","Europe"
"Madrid",-3.703333333,40.416944444,"Spain","ES","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Seoul",126.99,37.56,"South Korea","KR","Asia","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Beijing",116.407526,39.90403,"China","CN","Asia","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Beijing",116.407526,39.90403,"China","CN","Asia","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Osaka",135.502111111,34.69375,"Japan","JP","Asia","Hamburg",10,53.55,"Germany","DE","Europe"
"Montreal",-73.5868411,45.5033426,"Canada","CA","North America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Warsaw",21.011111111,52.23,"Poland","PL","Europe","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Istanbul",28.960277777,41.01,"Turkey","TR","Asia","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Warsaw",21.011111111,52.23,"Poland","PL","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Warsaw",21.011111111,52.23,"Poland","PL","Europe","Vienna",16.3725,48.208333333,"Austria","AT","Europe"
"Oxford",-1.257777777,51.751944444,"United Kingdom","GB","Europe","Padua",11.877777777,45.406388888,"Italy","IT","Europe"
"Los Angeles",-118.24368,34.05223,"United States of America","US","North America","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Bern",7.44743,46.94798,"Switzerland","CH","Europe","Vienna",16.3725,48.208333333,"Austria","AT","Europe"
"Coimbra",-8.428888888,40.211111111,"Portugal","PT","Europe","Padua",11.877777777,45.406388888,"Italy","IT","Europe"
"Iași",27.588888888,47.162222222,"Romania","RO","Europe","Padua",11.877777777,45.406388888,"Italy","IT","Europe"
"Coimbra",-8.428888888,40.211111111,"Portugal","PT","Europe","Macau",113.538055555,22.19,"Macao","MO","Asia"
"Varna",27.91108,43.211375,"Bulgaria","BG","Europe","Hamburg",10,53.55,"Germany","DE","Europe"
"Lisbon",-9.139016,38.708042,"Portugal","PT","Europe","Macau",113.538055555,22.19,"Macao","MO","Asia"
"Boston",-71.057777777,42.360277777,"United States of America","US","North America","Padua",11.877777777,45.406388888,"Italy","IT","Europe"
"São Paulo",-46.633947222,-23.550394444,"Brazil","BR","South America","Hamburg",10,53.55,"Germany","DE","Europe"
"Boston",-71.057777777,42.360277777,"United States of America","US","North America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Copenhagen",12.568888888,55.676111111,"Denmark","DK","Europe","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Dresden",13.74,51.05,"Germany","DE","Europe","Hamburg",10,53.55,"Germany","DE","Europe"
"Kaliningrad",20.5,54.716666666,"Russia","RU","Europe","Hamburg",10,53.55,"Germany","DE","Europe"
"São Paulo",-46.633947222,-23.550394444,"Brazil","BR","South America","Macau",113.538055555,22.19,"Macao","MO","Asia"
"Genoa",8.933983333,44.407186111,"Italy","IT","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Zagreb",15.977222222,45.813055555,"Croatia","HR","Europe","Vienna",16.3725,48.208333333,"Austria","AT","Europe"
"Kaliningrad",20.5,54.716666666,"Russia","RU","Europe","Forlì",12.040833333,44.2225,"Italy","IT","Europe"
"City of Brussels",4.351666666,50.846666666,"Belgium","BE","Europe","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Cali",-76.519722222,3.44,"Colombia","CO","South America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"City of Brussels",4.351666666,50.846666666,"Belgium","BE","Europe","Macau",113.538055555,22.19,"Macao","MO","Asia"
"Moscow",37.6175,55.750555555,"Russia","RU","Europe","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Moscow",37.6175,55.750555555,"Russia","RU","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Moscow",37.6175,55.750555555,"Russia","RU","Europe","Vienna",16.3725,48.208333333,"Austria","AT","Europe"
"Naples",14.248611111,40.835833333,"Italy","IT","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe","Hamburg",10,53.55,"Germany","DE","Europe"
"Cusco",-71.983333,-13.522222,"Peru","PE","South America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Handan",114.48937,36.61161,"China","CN","Asia","Padua",11.877777777,45.406388888,"Italy","IT","Europe"
"Tokyo",139.691666666,35.689444444,"Japan","JP","Asia","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Amsterdam",4.883333333,52.366666666,"Netherlands","NL","Europe","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Brasília",-47.882777777,-15.793888888,"Brazil","BR","South America","Berlin",13.383333333,52.516666666,"Germany","DE","Europe"
"Bogotá",-74.08175,4.60971,"Colombia","CO","South America","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
"Brasília",-47.882777777,-15.793888888,"Brazil","BR","South America","Vienna",16.3725,48.208333333,"Austria","AT","Europe"
"Szolnok",20.176388888,47.174722222,"Hungary","HU","Europe","Forlì",12.040833333,44.2225,"Italy","IT","Europe"
"Yerevan",44.514444444,40.181388888,"Armenia","AM","Asia","Athens",23.728055555,37.984166666,"Greece","GR","Europe"
